chr	start	end	width	strand	Length	gencodeID	gene_type	EntrezID	Symbol	meanExprs	MGI_Symbol	logFC	t	P.Value	adj.P.Val
chr19	10,605,327	10,629,819	24,493	+	6,409	ENSMUSG00000024740.10	protein_coding	13194	Ddb1	43.481772543	MGI:MGI:1202384	-0.073386900	-4.147185540	0.00008155412722	0.0015648051
chr17	84,190,076	84,466,116	276,041	-	11,486	ENSMUSG00000024251.10	protein_coding	240174	Thada	1.405188027	MGI:MGI:3039623	-0.140113721	-4.145132902	0.00008215998432	0.0015749170
chr2	32,986,224	33,131,650	145,427	-	12,352	ENSMUSG00000038860.15	protein_coding	99326	Garnl3	5.364472528	MGI:MGI:2139309	0.103265140	4.144669742	0.00008229728855	0.0015760365
chr4	6,191,098	6,221,688	30,591	+	6,642	ENSMUSG00000028243.5	protein_coding	68053	Ubxn2b	6.185776409	MGI:MGI:1915303	-0.214585642	-4.140766633	0.00008346317160	0.0015937795
chr5	23,674,739	23,675,546	808	-	808	ENSMUSG00000105565.1	sense_intronic	NA	Gm43566	0.979730119	NA	0.295099880	4.140831284	0.00008344373101	0.0015937795
chr7	116,039,397	116,105,210	65,814	+	2,490	ENSMUSG00000030663.12	protein_coding	56372	1110004F10Rik	59.319717610	MGI:MGI:1929274	0.078525388	4.140879226	0.00008342931764	0.0015937795
chr5	113,735,803	113,740,600	4,798	+	3,133	ENSMUSG00000053334.6	protein_coding	231630	Ficd	2.987970816	MGI:MGI:1098550	0.142894078	4.138623509	0.00008411007835	0.0016045986
chr1	87,326,998	87,450,796	123,799	+	14,216	ENSMUSG00000048000.15	protein_coding	227331	Gigyf2	5.373983101	MGI:MGI:2138584	-0.138273327	-4.137098972	0.00008457319693	0.0016046043
chr1	171,288,563	171,295,024	6,462	-	2,070	ENSMUSG00000062963.10	protein_coding	66155	Ufc1	26.294719455	MGI:MGI:1913405	0.117866884	4.137035983	0.00008459238428	0.0016046043
chr3	108,970,997	109,027,273	56,277	-	5,702	ENSMUSG00000040339.10	protein_coding	329739	Fam102b	18.267564493	MGI:MGI:3036259	0.108804587	4.137208679	0.00008453978894	0.0016046043
chr5	30,814,641	30,866,106	51,466	+	3,459	ENSMUSG00000029166.14	protein_coding	100732	Mapre3	27.791164116	MGI:MGI:2140967	-0.091308758	-4.137428415	0.00008447291269	0.0016046043
chr7	118,688,545	118,705,778	17,234	-	1,692	ENSMUSG00000033917.15	protein_coding	56209	Gde1	71.393606819	MGI:MGI:1891827	0.100243076	4.138352318	0.00008419228105	0.0016046043
chr17	71,496,100	71,526,857	30,758	-	6,493	ENSMUSG00000024056.10	protein_coding	67052	Ndc80	0.800225411	MGI:MGI:1914302	-0.183108074	-4.137799493	0.00008436009115	0.0016046043
chrX	12,936,872	12,938,128	1,257	+	1,257	ENSMUSG00000083307.1	processed_pseudogene	245350	AA414768	3.938794963	MGI:MGI:3035137	-0.172991457	-4.136049662	0.00008489337723	0.0016087859
chr7	14,530,652	14,622,479	91,828	-	4,335	ENSMUSG00000041596.12	transcribed_unprocessed_pseudogene	100417675	Nlrp5-ps	0.285873932	MGI:MGI:5010941	-0.493206949	-4.134374391	0.00008540697818	0.0016169848
chr7	73,375,509	73,419,899	44,391	+	5,544	ENSMUSG00000070509.15	protein_coding	244058	Rgma	24.276525975	MGI:MGI:2679262	0.094407437	4.133913249	0.00008554887806	0.0016181376
chr6	8,509,600	8,597,548	87,949	+	7,756	ENSMUSG00000029638.17	protein_coding	170772	Glcci1	0.246804273	MGI:MGI:2179717	0.352029313	4.133317138	0.00008573264597	0.0016185481
chr16	93,711,904	93,810,588	98,685	+	9,890	ENSMUSG00000022946.10	protein_coding	70028	Dop1b	7.703543300	MGI:MGI:1917278	-0.114043665	-4.133567031	0.00008565556322	0.0016185481
chr2	148,436,640	148,443,563	6,924	-	6,677	ENSMUSG00000027435.8	protein_coding	17064	Cd93	3.081007677	MGI:MGI:106664	-0.234216695	-4.131545036	0.00008628119085	0.0016262155
chr9	108,602,942	108,649,380	46,439	-	7,672	ENSMUSG00000064145.12	protein_coding	23807	Arih2	8.093273363	MGI:MGI:1344361	0.099537507	4.131479263	0.00008630161545	0.0016262155
chr10	69,335,146	69,352,938	17,793	-	4,934	ENSMUSG00000019942.13	protein_coding	12534	Cdk1	2.733102723	MGI:MGI:88351	-0.163975623	-4.130265763	0.00008667928020	0.0016317926
chr15	79,786,351	79,804,709	18,359	-	5,170	ENSMUSG00000022421.19	protein_coding	73340	Nptxr	75.540691685	MGI:MGI:1920590	0.205699939	4.129370334	0.00008695897407	0.0016355165
chr7	129,591,863	129,635,738	43,876	+	10,449	ENSMUSG00000042055.13	protein_coding	207425	Wdr11	4.978362777	MGI:MGI:1920230	-0.099829707	-4.127242889	0.00008762698320	0.0016449825
chr10	79,637,856	79,639,520	1,665	+	1,665	ENSMUSG00000111977.1	bidirectional_promoter_lncRNA	NA	Gm47163	9.033442045	NA	0.149534731	4.127349842	0.00008759328276	0.0016449825
chr9	109,095,389	109,119,917	24,529	+	9,592	ENSMUSG00000053646.13	protein_coding	235611	Plxnb1	11.831808023	MGI:MGI:2154238	-0.083856874	-4.126461042	0.00008787371799	0.0016480654
chr6	136,612,070	136,661,928	49,859	-	2,633	ENSMUSG00000030214.7	protein_coding	66857	Plbd1	1.484129719	MGI:MGI:1914107	-0.944252666	-4.124605510	0.00008846196402	0.0016574727
chr11	84,078,920	84,129,600	50,681	-	2,974	ENSMUSG00000018651.14	protein_coding	217031	Tada2a	9.788111993	MGI:MGI:2144471	0.100837356	4.124356251	0.00008854127288	0.0016574727
chr7	40,818,476	40,900,937	82,462	-	5,229	ENSMUSG00000100600.6	antisense	320210	A230077H06Rik	1.288856099	MGI:MGI:2443592	-0.241907679	-4.123682341	0.00008875603909	0.0016599374
chr2	181,680,310	181,688,071	7,762	+	2,704	ENSMUSG00000059540.15	protein_coding	21400	Tcea2	8.096636848	MGI:MGI:107368	0.131703963	4.121853683	0.00008934133534	0.0016693207
chr8	48,843,665	48,869,016	25,352	+	5,822	ENSMUSG00000100706.6	processed_transcript	100503519	Gm19744	0.141517568	MGI:MGI:5011929	0.384105236	4.120785155	0.00008968505417	0.0016741769
chr5	98,254,184	98,275,461	21,278	+	2,501	ENSMUSG00000029337.2	protein_coding	14176	Fgf5	0.457959267	MGI:MGI:95519	0.351952417	4.120488379	0.00008978074518	0.0016743983
chr9	22,475,715	22,888,274	412,560	+	6,243	ENSMUSG00000035919.16	protein_coding	319845	Bbs9	3.531078696	MGI:MGI:2442833	-0.136169063	-4.120119067	0.00008989996139	0.0016750577
chr2	76,675,281	76,696,828	21,548	+	3,126	ENSMUSG00000002733.8	protein_coding	83435	Plekha3	8.006444206	MGI:MGI:1932515	0.145219914	4.118758319	0.00009034053488	0.0016801321
chr16	95,992,092	96,082,428	90,337	-	20,280	ENSMUSG00000022914.17	protein_coding	93871	Brwd1	5.567108669	MGI:MGI:1890651	-0.075330318	-4.118989475	0.00009026554647	0.0016801321
chr15	77,760,587	77,842,175	81,589	-	12,928	ENSMUSG00000022443.17	protein_coding	17886	Myh9	8.542631387	MGI:MGI:107717	-0.117607826	-4.116950762	0.00009092898473	0.0016895028
chr4	115,000,159	115,043,196	43,038	+	5,795	ENSMUSG00000028718.16	protein_coding	20460	Stil	1.111979689	MGI:MGI:107477	-0.192292622	-4.112585090	0.00009236547144	0.0017145984
chr12	69,241,176	69,284,632	43,457	+	3,137	ENSMUSG00000051890.13	protein_coding	271005	Klhdc1	3.247770479	MGI:MGI:2672853	-0.229847808	-4.112138020	0.00009251380188	0.0017157574
chr8	111,966,908	111,992,302	25,395	-	4,399	ENSMUSG00000031949.17	protein_coding	30947	Adat1	1.279011421	MGI:MGI:1353631	-0.214946546	-4.108432044	0.00009375223279	0.0017371123
chr17	33,524,204	33,553,768	29,565	+	8,254	ENSMUSG00000024299.17	protein_coding	224697	Adamts10	2.908240835	MGI:MGI:2449112	-0.180870957	-4.106762799	0.00009431523950	0.0017459246
chr13	106,833,714	106,847,267	13,554	-	2,729	ENSMUSG00000118423.1	transcribed_unitary_pseudogene	113523645	Lrrc70	0.906149926	MGI:MGI:5317337	0.404509490	4.105520215	0.00009473645000	0.0017520980
chr11	82,781,108	82,804,274	23,167	+	7,284	ENSMUSG00000020697.16	protein_coding	16882	Lig3	7.538650807	MGI:MGI:109152	-0.091144152	-4.104847193	0.00009496534504	0.0017547066
chr3	54,803,115	54,807,791	4,677	-	2,242	ENSMUSG00000036615.7	protein_coding	170767	Rfxap	12.927995336	MGI:MGI:2180854	0.102924493	4.102273152	0.00009584569367	0.0017681347
chr8	68,880,491	68,907,448	26,958	+	10,478	ENSMUSG00000015568.16	protein_coding	16956	Lpl	4.217086862	MGI:MGI:96820	0.269923649	4.102204958	0.00009586912291	0.0017681347
chr2	109,280,738	109,341,747	61,010	+	9,832	ENSMUSG00000027115.14	protein_coding	228421	Kif18a	0.608702657	MGI:MGI:2446977	-0.212779653	-4.101718195	0.00009603652009	0.0017695881
chr12	116,206,262	116,263,022	56,761	-	8,110	ENSMUSG00000042050.8	protein_coding	217935	Dync2i1	1.736602491	MGI:MGI:2445085	-0.110050625	-4.101296765	0.00009618167626	0.0017706293
chr11	80,360,492	80,378,015	17,524	-	4,842	ENSMUSG00000057181.15	protein_coding	70591	5730455P16Rik	16.848168352	MGI:MGI:1917841	0.102195886	4.100103733	0.00009659374525	0.0017765778
chr11	78,261,752	78,290,623	28,872	+	8,798	ENSMUSG00000010277.7	protein_coding	72503	2610507B11Rik	23.022256765	MGI:MGI:1919753	-0.070688945	-4.099320871	0.00009686506467	0.0017799290
chr6	60,731,575	60,829,855	98,281	-	2,703	ENSMUSG00000025889.13	protein_coding	20617	Snca	468.833070249	MGI:MGI:1277151	0.128918043	4.098626206	0.00009710643080	0.0017827241
chr3	87,796,951	87,816,052	19,102	+	5,714	ENSMUSG00000005640.11	protein_coding	23920	Insrr	0.118470300	MGI:MGI:1346037	-0.519938345	-4.098062310	0.00009730278509	0.0017846885
chrM	3,845	3,913	69	+	69	ENSMUSG00000064344.1	Mt_tRNA	NA	mt-Tm	16.304425591	NA	-0.319452195	-4.097249449	0.00009758650361	0.0017882503
chr13	100,759,674	100,775,899	16,226	-	1,784	ENSMUSG00000045273.8	protein_coding	26886	Cenph	3.211084568	MGI:MGI:1349448	-0.157736238	-4.096428841	0.00009787373296	0.0017918698
chr16	4,750,348	4,790,292	39,945	-	10,094	ENSMUSG00000004071.13	protein_coding	66626	Cdip1	12.278715469	MGI:MGI:1913876	0.089491961	4.095622424	0.00009815678630	0.0017954063
chr4	149,586,468	149,648,899	62,432	+	4,662	ENSMUSG00000039953.13	protein_coding	65945	Clstn1	176.180029009	MGI:MGI:1929895	0.090720494	4.095042385	0.00009836086758	0.0017958501
chr13	24,751,845	24,761,923	10,079	-	1,465	ENSMUSG00000006715.11	protein_coding	57441	Gmnn	2.598673888	MGI:MGI:1927344	-0.185576971	-4.095260957	0.00009828391736	0.0017958501
chr18	37,972,628	37,998,908	26,281	-	7,967	ENSMUSG00000024451.9	protein_coding	106952	Arap3	1.013253383	MGI:MGI:2147274	-0.176695470	-4.094699571	0.00009848167492	0.0017964137
chr19	5,453,180	5,457,504	4,325	-	4,715	ENSMUSG00000095098.2	protein_coding	240514	Ccdc85b	8.106488219	MGI:MGI:2147607	0.121778397	4.094278602	0.00009863021902	0.0017974817
chrX	23,219,271	23,365,082	145,812	-	4,253	ENSMUSG00000036782.13	protein_coding	67455	Klhl13	19.289176961	MGI:MGI:1914705	-0.157471398	-4.093956654	0.00009874396791	0.0017979143
chr1	180,568,924	180,601,252	32,329	+	5,293	ENSMUSG00000026496.11	protein_coding	11545	Parp1	18.935353258	MGI:MGI:1340806	-0.121388217	-4.093151061	0.00009902914791	0.0018014647
chr1	180,432,387	180,483,467	51,081	-	7,375	ENSMUSG00000053963.7	protein_coding	381310	Stum	28.481113932	MGI:MGI:2138735	0.144983617	4.089787742	0.00010022833893	0.0018165747
chr2	94,160,636	94,264,725	104,090	-	2,768	ENSMUSG00000075020.6	lincRNA	414123	Mir670hg	1.788977702	MGI:MGI:3041234	-0.190117221	-4.089547577	0.00010031450179	0.0018165747
chr5	25,759,997	25,850,688	90,692	+	2,425	ENSMUSG00000056367.14	protein_coding	242894	Actr3b	25.965499665	MGI:MGI:2661120	0.119550672	4.090487158	0.00009997781833	0.0018165747
chr9	72,438,011	72,462,025	24,015	+	5,363	ENSMUSG00000032221.14	protein_coding	17427	Mns1	0.859341651	MGI:MGI:107933	-0.207578688	-4.089985601	0.00010015740762	0.0018165747
chr10	105,573,953	105,582,040	8,088	+	3,365	ENSMUSG00000085282.8	processed_transcript	327812	Gm15663	2.215969667	MGI:MGI:3783105	-0.163132855	-4.089742501	0.00010024456442	0.0018165747
chr13	67,831,106	67,844,035	12,930	+	1,193	ENSMUSG00000058246.8	protein_coding	102637366	Gm10037	1.322125772	MGI:MGI:3645096	-0.330419821	-4.089050905	0.00010049291565	0.0018181572
chr10	81,396,186	81,455,635	59,450	-	6,630	ENSMUSG00000055053.18	protein_coding	18029	Nfic	8.933562371	MGI:MGI:109591	0.115893544	4.088498662	0.00010069165026	0.0018201041
chr14	34,237,033	34,310,366	73,334	-	5,727	ENSMUSG00000041471.9	protein_coding	75698	Shld2	1.036919090	MGI:MGI:1922948	0.174661628	4.088025406	0.00010086226002	0.0018215396
chr1	20,890,606	20,939,650	49,045	+	5,488	ENSMUSG00000025931.15	protein_coding	74229	Paqr8	14.245422374	MGI:MGI:1921479	0.117090199	4.087522639	0.00010104381329	0.0018231699
chr7	19,696,109	19,699,188	3,080	-	2,138	ENSMUSG00000002985.16	protein_coding	11816	Apoe	195.395478360	MGI:MGI:88057	0.210697250	4.087028222	0.00010122265726	0.0018247485
chr2	30,077,684	30,091,013	13,330	+	4,255	ENSMUSG00000026785.14	protein_coding	263803	Pkn3	0.231965852	MGI:MGI:2388285	-0.290771999	-4.086060164	0.00010157371189	0.0018277912
chr3	96,557,957	96,561,858	3,902	+	3,123	ENSMUSG00000038393.14	protein_coding	56338	Txnip	20.283006640	MGI:MGI:1889549	-0.558776808	-4.086058116	0.00010157445584	0.0018277912
chr9	22,276,748	22,307,638	30,891	-	6,133	ENSMUSG00000066829.7	protein_coding	235050	Zfp810	4.534746857	MGI:MGI:2384563	0.139944942	4.085233057	0.00010187457870	0.0018315417
chr6	88,883,474	88,898,780	15,307	-	6,956	ENSMUSG00000002870.8	protein_coding	17216	Mcm2	2.515777510	MGI:MGI:105380	-0.172180884	-4.083804857	0.00010239611567	0.0018376101
chr11	5,191,552	5,261,558	70,007	-	7,722	ENSMUSG00000020393.16	protein_coding	84035	Kremen1	2.109419688	MGI:MGI:1933988	0.207652944	4.083856937	0.00010237705239	0.0018376101
chr17	55,997,077	56,005,584	8,508	-	2,569	ENSMUSG00000038781.7	protein_coding	106766	Stap2	0.528606190	MGI:MGI:2147039	-0.281877816	-4.083082074	0.00010266103181	0.0018407105
chr17	28,637,783	28,689,987	52,205	-	4,756	ENSMUSG00000036196.16	protein_coding	224661	Slc26a8	0.713219820	MGI:MGI:2385046	0.275788661	4.081417494	0.00010327364466	0.0018500339
chr13	43,538,393	43,560,161	21,769	-	7,076	ENSMUSG00000021371.5	protein_coding	76137	Mcur1	2.895530418	MGI:MGI:1923387	0.150046318	4.080453018	0.00010363020549	0.0018547578
chr13	55,523,231	55,529,296	6,066	-	2,459	ENSMUSG00000035711.5	protein_coding	27261	Dok3	2.031464159	MGI:MGI:1351490	-0.345451415	-4.080005449	0.00010379607025	0.0018560633
chr6	142,587,862	142,702,218	114,357	-	8,373	ENSMUSG00000030249.15	protein_coding	20928	Abcc9	1.443147622	MGI:MGI:1352630	-0.195400844	-4.077663217	0.00010466824903	0.0018699853
chr1	54,396,004	54,438,971	42,968	-	4,925	ENSMUSG00000041303.7	protein_coding	98488	Gtf3c3	6.580101752	MGI:MGI:2138383	-0.114681354	-4.076511249	0.00010509978755	0.0018726701
chr14	103,424,905	103,449,867	24,963	+	4,145	ENSMUSG00000115099.1	lincRNA	76619	1700087I21Rik	0.809824882	MGI:MGI:1923869	0.260655264	4.076660428	0.00010504380740	0.0018726701
chrX	100,494,291	100,516,125	21,835	+	5,717	ENSMUSG00000031221.7	protein_coding	18518	Igbp1	7.311058467	MGI:MGI:1346500	0.107645508	4.076831497	0.00010497964811	0.0018726701
chr13	100,802,648	100,833,427	30,780	-	7,294	ENSMUSG00000021629.10	protein_coding	69048	Slc30a5	6.117381350	MGI:MGI:1916298	0.118778431	4.074560281	0.00010583454087	0.0018840812
chr12	4,589,797	4,592,927	3,131	-	3,233	ENSMUSG00000118449.1	bidirectional_promoter_lncRNA	NA	Gm3625	0.491485059	NA	0.238018880	4.070804821	0.00010726280099	0.0019061096
chr12	28,690,628	28,750,472	59,845	-	10,020	ENSMUSG00000020628.16	protein_coding	217449	Trappc12	4.924673587	MGI:MGI:2445089	-0.100031602	-4.070939287	0.00010721134328	0.0019061096
chr5	24,452,177	24,502,047	49,871	+	5,321	ENSMUSG00000023353.14	protein_coding	213990	Agap3	44.264948123	MGI:MGI:2183446	0.100788660	4.068512801	0.00010814357203	0.0019200531
chr3	35,933,045	35,990,840	57,796	+	956	ENSMUSG00000085655.5	antisense	102639351	Gm15952	0.546375033	MGI:MGI:3802149	0.429834579	4.068148414	0.00010828423630	0.0019208431
chr3	132,842,396	132,844,576	2,181	+	2,181	ENSMUSG00000106499.1	processed_pseudogene	668858	Gm9403	0.429638767	MGI:MGI:3648825	-0.276484390	-4.067632231	0.00010848379903	0.0019212888
chr5	53,281,810	53,283,509	1,700	+	1,700	ENSMUSG00000106981.1	lincRNA	NA	Gm45495	3.018668770	NA	-0.154284734	-4.067585868	0.00010850174113	0.0019212888
chr15	8,634,124	8,710,764	76,641	-	8,537	ENSMUSG00000005360.14	protein_coding	20512	Slc1a3	42.424150230	MGI:MGI:99917	0.089893135	4.066321438	0.00010899215731	0.0019282634
chr15	76,380,261	76,453,038	72,778	+	16,468	ENSMUSG00000022558.16	protein_coding	223658	Mroh1	2.114554848	MGI:MGI:2442558	-0.177951060	-4.065854585	0.00010917376658	0.0019297671
chr15	98,812,797	98,831,521	18,725	-	2,175	ENSMUSG00000067713.7	protein_coding	19082	Prkag1	14.857542456	MGI:MGI:108411	-0.101188542	-4.065026895	0.00010949645881	0.0019337597
chr5	145,194,946	145,201,857	6,912	-	3,621	ENSMUSG00000029627.12	protein_coding	67235	Zkscan14	2.795328062	MGI:MGI:1914485	0.157843700	4.063147742	0.00011023249064	0.0019416083
chr10	83,487,450	83,534,140	46,691	-	7,503	ENSMUSG00000020256.14	protein_coding	216188	Aldh1l2	6.006341565	MGI:MGI:2444680	-0.158121932	-4.063600351	0.00011005477820	0.0019416083
chr19	9,109,868	9,135,636	25,769	-	4,297	ENSMUSG00000024654.8	protein_coding	66514	Asrgl1	22.289528471	MGI:MGI:1913764	0.081451563	4.063246568	0.00011019366384	0.0019416083
chr1	75,521,529	75,537,335	15,807	+	5,743	ENSMUSG00000026213.15	protein_coding	71728	Stk11ip	5.508104669	MGI:MGI:1918978	-0.087452192	-4.062372370	0.00011053757335	0.0019435541
chr8	84,030,294	84,042,589	12,296	-	3,495	ENSMUSG00000005465.9	protein_coding	50931	Il27ra	0.687552864	MGI:MGI:1355318	-0.494553127	-4.062480113	0.00011049513161	0.0019435541
chr18	24,104,757	24,121,953	17,197	-	2,828	ENSMUSG00000047989.11	protein_coding	225280	Ino80c	12.903222046	MGI:MGI:2443014	0.135864476	4.061239765	0.00011098467321	0.0019496991
chr4	150,853,919	150,868,892	14,974	+	3,582	ENSMUSG00000028967.10	protein_coding	74155	Errfi1	5.326856868	MGI:MGI:1921405	0.148429409	4.060591063	0.00011124153253	0.0019524942
chr18	32,528,322	32,560,034	31,713	-	2,331	ENSMUSG00000090523.2	protein_coding	71683	Gypc	2.568305329	MGI:MGI:1098566	-0.234578433	-4.059606965	0.00011163228551	0.0019576324
chr10	87,858,265	87,930,895	72,631	+	9,904	ENSMUSG00000020053.18	protein_coding	16000	Igf1	1.016782395	MGI:MGI:96432	0.153316660	4.059168528	0.00011180679847	0.0019589728
chr3	151,796,502	151,837,630	41,129	-	6,778	ENSMUSG00000028036.6	protein_coding	19220	Ptgfr	0.103280671	MGI:MGI:97796	-0.508684172	-4.058354896	0.00011213134654	0.0019629373
chr4	148,960,535	149,099,876	139,342	-	6,272	ENSMUSG00000028975.16	protein_coding	56273	Pex14	5.839504032	MGI:MGI:1927868	0.103058650	4.058006945	0.00011227041640	0.0019636509
chr18	12,252,362	12,305,797	53,436	-	4,067	ENSMUSG00000057766.14	protein_coding	225187	Ankrd29	3.162453910	MGI:MGI:2687055	-0.216565475	-4.055659874	0.00011321283361	0.0019784017
chr13	104,287,835	104,496,695	208,861	+	7,798	ENSMUSG00000046169.10	protein_coding	108154	Adamts6	0.933177957	MGI:MGI:1347348	-0.192805933	-4.055173684	0.00011340900074	0.0019800974
chr11	80,810,175	80,822,033	11,859	+	1,633	ENSMUSG00000035413.8	protein_coding	103743	Tmem98	4.585230866	MGI:MGI:1923457	-0.150322657	-4.054663941	0.00011361502134	0.0019819620
chr4	117,019,402	117,086,852	67,451	+	6,520	ENSMUSG00000028683.14	protein_coding	108067	Eif2b3	3.013361163	MGI:MGI:1313286	0.108937747	4.054365736	0.00011373571222	0.0019823361
chr5	8,893,717	8,959,226	65,510	+	9,383	ENSMUSG00000042476.12	protein_coding	18670	Abcb4	1.571201844	MGI:MGI:97569	0.267353784	4.053505707	0.00011408447721	0.0019866812
chr5	110,286,306	110,337,474	51,169	+	11,160	ENSMUSG00000007080.14	protein_coding	18973	Pole	0.841226873	MGI:MGI:1196391	-0.157567605	-4.050255178	0.00011541195361	0.0020045551
chr17	46,303,221	46,328,352	25,132	-	6,856	ENSMUSG00000032842.13	protein_coding	224814	Abcc10	1.160108874	MGI:MGI:2386976	-0.133108087	-4.050614234	0.00011526459374	0.0020045551
chrX	74,365,718	74,373,218	7,501	-	3,142	ENSMUSG00000015290.15	protein_coding	27643	Ubl4a	19.636610633	MGI:MGI:95049	0.085316806	4.050264674	0.00011540805380	0.0020045551
chr4	137,468,769	137,570,630	101,862	+	14,739	ENSMUSG00000028763.18	protein_coding	15530	Hspg2	0.876875837	MGI:MGI:96257	-0.273837442	-4.048421972	0.00011616714090	0.0020159187
chr5	104,079,111	104,113,733	34,623	-	2,937	ENSMUSG00000029309.7	protein_coding	13602	Sparcl1	232.522413558	MGI:MGI:108110	0.085606694	4.047799306	0.00011642472533	0.0020186350
chr10	4,266,380	4,359,470	93,091	+	6,728	ENSMUSG00000038587.10	protein_coding	83397	Akap12	8.238746953	MGI:MGI:1932576	-0.171766912	-4.047399375	0.00011659045780	0.0020188793
chr15	80,133,127	80,161,707	28,581	+	3,360	ENSMUSG00000022414.8	protein_coding	66513	Tab1	10.599108854	MGI:MGI:1913763	0.125848790	4.047277598	0.00011664096774	0.0020188793
chr4	98,395,785	98,719,603	323,819	+	13,162	ENSMUSG00000061859.17	protein_coding	12695	Patj	0.603532000	MGI:MGI:1277960	-0.148840848	-4.045127287	0.00011753632571	0.0020326152
chr12	40,005,447	40,038,025	32,579	-	7,701	ENSMUSG00000047446.18	protein_coding	11861	Arl4a	9.735657385	MGI:MGI:99437	0.106435436	4.044857726	0.00011764903153	0.0020328043
chr1	71,557,150	71,579,631	22,482	+	7,985	ENSMUSG00000026192.13	protein_coding	108147	Atic	6.510601430	MGI:MGI:1351352	-0.121556756	-4.043929579	0.00011803789128	0.0020377604
chr2	113,776,362	113,829,121	52,760	-	1,569	ENSMUSG00000023236.7	protein_coding	20394	Scg5	81.915453089	MGI:MGI:98289	0.095407382	4.043599723	0.00011817638631	0.0020383896
