chr	start	end	width	strand	Length	gencodeID	gene_type	EntrezID	Symbol	meanExprs	MGI_Symbol	logFC	t	P.Value	adj.P.Val
chr15	78,597,047	78,622,019	24,973	+	7,552	ENSMUSG00000018008.8	protein_coding	72318	Cyth4	1.306229936	MGI:MGI:2441702	-0.307673156	-3.512883712	0.001247149	0.034888741
chr4	9,269,293	9,451,691	182,399	+	7,566	ENSMUSG00000041216.15	protein_coding	74438	Clvs1	7.160617645	MGI:MGI:1921688	0.110511977	3.511969704	0.001250313	0.034919172
chr16	5,885,355	7,411,526	1,526,172	+	4,400	ENSMUSG00000008658.16	protein_coding	268859	Rbfox1	40.936410473	MGI:MGI:1926224	0.141299004	3.511560113	0.001251734	0.034919172
chr4	62,189,540	62,231,047	41,508	-	4,086	ENSMUSG00000028389.12	protein_coding	22696	Zfp37	6.296858063	MGI:MGI:99181	-0.230734116	-3.509915211	0.001257453	0.035029810
chr7	109,893,780	109,960,323	66,544	-	8,677	ENSMUSG00000035901.14	protein_coding	19347	Dennd5a	23.656054236	MGI:MGI:1201681	0.092789274	3.509196203	0.001259961	0.035050793
chr9	14,450,836	14,452,022	1,187	-	1,187	ENSMUSG00000098832.2	unprocessed_pseudogene	547035	Kdm4dl	0.266167583	MGI:MGI:3644125	-0.638417852	-3.508559073	0.001262188	0.035063896
chr16	32,914,100	33,015,647	101,548	+	6,610	ENSMUSG00000022801.13	protein_coding	70144	Lrch3	6.754432670	MGI:MGI:1917394	0.126668474	3.507482205	0.001265960	0.035119832
chr2	101,950,203	102,186,358	236,156	-	6,023	ENSMUSG00000048058.17	protein_coding	241576	Ldlrad3	4.327804026	MGI:MGI:2138856	0.123732323	3.506670831	0.001268809	0.035150049
chrX	102,184,941	102,189,394	4,454	-	1,631	ENSMUSG00000031320.9	protein_coding	20102	Rps4x	348.373457428	MGI:MGI:98158	0.086937057	3.505849623	0.001271699	0.035181312
chr1	83,159,752	83,210,574	50,823	+	2,140	ENSMUSG00000053161.16	protein_coding	71227	Daw1	0.305658747	MGI:MGI:1923089	-0.442437058	-3.504848324	0.001275231	0.035181574
chr17	74,395,608	74,423,835	28,228	+	3,075	ENSMUSG00000024069.14	protein_coding	210148	Slc30a6	2.894739902	MGI:MGI:2386741	-0.129203249	-3.505065401	0.001274464	0.035181574
chr2	130,171,414	130,179,303	7,890	-	1,976	ENSMUSG00000027404.15	protein_coding	20638	Snrpb	48.192384139	MGI:MGI:98342	0.117200103	3.500540006	0.001290537	0.035266302
chr4	58,943,628	58,958,355	14,728	+	2,794	ENSMUSG00000038630.8	protein_coding	100041581	Zkscan16	3.389439732	MGI:MGI:3510405	-0.279682119	-3.502943156	0.001281978	0.035266302
chr6	72,565,922	72,598,342	32,421	-	3,560	ENSMUSG00000056698.11	protein_coding	232089	Elmod3	3.814210954	MGI:MGI:2445168	0.136435272	3.503327039	0.001280615	0.035266302
chr10	93,453,411	93,484,874	31,464	+	6,102	ENSMUSG00000015889.8	protein_coding	16993	Lta4h	7.185448910	MGI:MGI:96836	0.088559165	3.500505186	0.001290661	0.035266302
chr12	80,463,095	80,498,122	35,028	+	8,337	ENSMUSG00000032705.9	protein_coding	97827	Exd2	6.107424211	MGI:MGI:1922485	0.124562277	3.501546821	0.001286944	0.035266302
chr14	25,459,980	25,462,387	2,408	+	1,476	ENSMUSG00000114709.1	sense_intronic	NA	Gm47920	0.172957467	NA	0.785334634	3.502222125	0.001284540	0.035266302
chr16	35,832,874	35,871,544	38,671	-	9,306	ENSMUSG00000034422.14	protein_coding	547253	Parp14	0.607668530	MGI:MGI:1919489	-0.600142128	-3.500904477	0.001289235	0.035266302
chr15	72,589,620	73,061,204	471,585	-	7,937	ENSMUSG00000047921.17	protein_coding	76510	Trappc9	7.681269417	MGI:MGI:1923760	0.110794174	3.499513155	0.001294211	0.035314983
chr6	88,842,558	88,875,044	32,487	-	5,749	ENSMUSG00000033152.13	protein_coding	319655	Podxl2	55.352354577	MGI:MGI:2442488	0.109631083	3.498750272	0.001296947	0.035341362
chr9	44,686,304	44,735,198	48,895	-	7,179	ENSMUSG00000048537.16	protein_coding	102693	Phldb1	11.602268866	MGI:MGI:2143230	0.126769921	3.497718914	0.001300655	0.035394113
chr3	144,429,706	144,569,881	140,176	-	8,209	ENSMUSG00000040151.9	protein_coding	23908	Hs2st1	11.683185284	MGI:MGI:1346049	0.121181085	3.496921261	0.001303529	0.035424078
chr9	42,963,842	43,107,239	143,398	-	13,620	ENSMUSG00000059495.14	protein_coding	69632	Arhgef12	20.145073669	MGI:MGI:1916882	0.124333078	3.495227949	0.001309652	0.035542112
chr2	180,657,964	180,709,999	52,036	-	13,307	ENSMUSG00000038914.15	protein_coding	23856	Dido1	5.403210825	MGI:MGI:1344352	-0.180585018	-3.493369913	0.001316403	0.035563532
chr3	157,534,160	157,548,410	14,251	+	6,759	ENSMUSG00000028180.18	protein_coding	53861	Zranb2	15.374392996	MGI:MGI:1858211	0.185296192	3.493214110	0.001316970	0.035563532
chr6	83,165,920	83,200,116	34,197	+	6,509	ENSMUSG00000031865.16	protein_coding	13191	Dctn1	40.832566850	MGI:MGI:107745	0.096277722	3.492747765	0.001318670	0.035563532
chr6	97,286,867	97,617,541	330,675	-	14,302	ENSMUSG00000030064.16	protein_coding	232288	Frmd4b	4.668160540	MGI:MGI:2141794	0.158694574	3.492563118	0.001319344	0.035563532
chrX	7,731,714	7,750,897	19,184	-	4,165	ENSMUSG00000031150.13	protein_coding	54648	Ccdc120	8.153872852	MGI:MGI:1859619	0.135198113	3.494014753	0.001314056	0.035563532
chr1	156,026,223	156,030,007	3,785	-	3,785	ENSMUSG00000102964.1	TEC	320811	9430034N14Rik	0.061357245	MGI:MGI:2444791	0.754296409	3.491365472	0.001323722	0.035585501
chr8	26,151,888	26,155,479	3,592	-	3,592	ENSMUSG00000110317.1	lincRNA	NA	Gm45250	0.473370245	NA	0.354549770	3.491398129	0.001323603	0.035585501
chr13	93,040,713	93,144,724	104,012	-	11,850	ENSMUSG00000047419.5	protein_coding	76469	Cmya5	0.348666881	MGI:MGI:1923719	-0.303049084	-3.490250227	0.001327812	0.035634878
chr17	35,262,730	35,267,499	4,770	+	2,579	ENSMUSG00000073411.12	protein_coding	14964	H2-D1	46.734675802	MGI:MGI:95896	-0.159872587	-3.489892217	0.001329127	0.035634878
chr14	70,438,757	70,443,447	4,691	-	2,854	ENSMUSG00000000776.13	protein_coding	67065	Polr3d	9.203894799	MGI:MGI:1914315	-0.128559532	-3.488790217	0.001333184	0.035695729
chr9	106,880,918	106,885,619	4,702	-	6,511	ENSMUSG00000074102.4	protein_coding	109095	Rbm15b	22.353997230	MGI:MGI:1923598	0.104163054	3.485884593	0.001343937	0.035935482
chr9	111,117,592	111,225,668	108,077	+	6,656	ENSMUSG00000032497.19	protein_coding	71268	Lrrfip2	5.339294660	MGI:MGI:1918518	0.097857819	3.485352922	0.001345914	0.035940224
chr11	90,187,683	90,251,255	63,573	+	2,187	ENSMUSG00000110344.1	protein_coding	112136084	Smim36	3.862592162	MGI:MGI:5804831	0.164215225	3.484253241	0.001350011	0.036001506
chr16	46,152,985	46,155,077	2,093	-	2,093	ENSMUSG00000048087.6	protein_coding	11615	Ahcyl	2.218236062	MGI:MGI:3643647	0.170629412	3.482321973	0.001357236	0.036145918
chr2	25,332,338	25,352,212	19,875	+	5,391	ENSMUSG00000036646.13	protein_coding	227619	Man1b1	14.373966048	MGI:MGI:2684954	0.106052707	3.481104771	0.001361809	0.036171240
chr9	75,369,062	75,410,005	40,944	-	6,675	ENSMUSG00000042688.16	protein_coding	50772	Mapk6	27.450883063	MGI:MGI:1354946	0.120653542	3.481576261	0.001360036	0.036171240
chr6	115,618,067	115,676,635	58,569	-	6,845	ENSMUSG00000000441.17	protein_coding	110157	Raf1	23.212390965	MGI:MGI:97847	0.103980165	3.480485778	0.001364140	0.036185037
chr2	156,927,345	156,992,043	64,699	-	8,388	ENSMUSG00000027634.14	protein_coding	29812	Ndrg3	35.544777484	MGI:MGI:1352499	0.116097942	3.479457115	0.001368022	0.036239891
chr14	34,410,734	34,503,341	92,608	-	6,351	ENSMUSG00000021796.15	protein_coding	12166	Bmpr1a	10.818274756	MGI:MGI:1338938	0.119719248	3.478471331	0.001371753	0.036290582
chr10	23,796,986	23,827,968	30,983	+	3,258	ENSMUSG00000037455.16	protein_coding	76306	Slc18b1	4.197448073	MGI:MGI:1923556	0.182733619	3.477063947	0.001377096	0.036383740
chr7	6,286,579	6,307,883	21,305	+	4,755	ENSMUSG00000054893.15	protein_coding	384763	Zfp667	3.292075893	MGI:MGI:2442757	-0.162883817	-3.475235654	0.001384066	0.036519602
chr9	108,347,853	108,392,545	44,693	+	8,628	ENSMUSG00000032612.14	protein_coding	22258	Usp4	15.899836960	MGI:MGI:98905	0.085806456	3.474212253	0.001387983	0.036574631
chr11	97,703,399	97,713,500	10,102	+	2,300	ENSMUSG00000069744.7	protein_coding	26446	Psmb3	32.192951235	MGI:MGI:1347014	0.121414719	3.473574601	0.001390429	0.036590805
chr1	37,874,801	37,890,407	15,607	-	2,770	ENSMUSG00000026088.15	protein_coding	69028	Mitd1	1.991753684	MGI:MGI:1916278	-0.221476109	-3.472090037	0.001396139	0.036692732
chr1	166,384,622	166,409,782	25,161	-	9,586	ENSMUSG00000040596.15	protein_coding	71592	Pogk	17.284940078	MGI:MGI:1918842	0.110639045	3.466798029	0.001416678	0.036806011
chr2	35,400,179	35,463,231	63,053	-	4,709	ENSMUSG00000035778.17	protein_coding	14594	Ggta1	1.495982897	MGI:MGI:95704	-0.160773102	-3.467462560	0.001414083	0.036806011
chr4	116,589,733	116,597,630	7,898	-	2,436	ENSMUSG00000085408.1	processed_transcript	654318	C530005A16Rik	1.494104029	MGI:MGI:3612454	-0.305974960	-3.468655308	0.001409437	0.036806011
chr5	115,279,666	115,296,972	17,307	+	3,034	ENSMUSG00000041733.10	protein_coding	52064	Coq5	8.807761982	MGI:MGI:1098643	-0.127358697	-3.467185145	0.001415166	0.036806011
chr9	65,346,104	65,359,643	13,540	+	2,498	ENSMUSG00000041837.4	protein_coding	50996	Pdcd7	6.745684334	MGI:MGI:1859170	0.146527485	3.466707103	0.001417033	0.036806011
chr14	49,023,930	49,028,569	4,640	-	4,640	ENSMUSG00000115624.1	TEC	NA	Gm49204	0.352321379	NA	0.447607175	3.468814306	0.001408818	0.036806011
chr16	48,994,185	49,019,705	25,521	+	5,688	ENSMUSG00000033031.13	protein_coding	224171	Cip2a	1.946678765	MGI:MGI:2146335	0.169064913	3.468456484	0.001410210	0.036806011
chr18	31,909,098	31,911,824	2,727	-	2,727	ENSMUSG00000044982.7	protein_coding	67158	Sft2d3	1.691477452	MGI:MGI:1914408	0.175209096	3.468427497	0.001410323	0.036806011
chrX	36,668,217	36,669,013	797	+	797	ENSMUSG00000081281.1	processed_pseudogene	NA	Rpl7-ps9	12.034723914	NA	0.178329050	3.469192641	0.001407348	0.036806011
chr11	121,327,224	121,354,445	27,222	-	4,562	ENSMUSG00000025173.13	protein_coding	66840	Wdr45b	15.996324221	MGI:MGI:1914090	0.117452686	3.465118113	0.001423258	0.036919691
chr16	5,013,909	5,049,857	35,949	-	8,405	ENSMUSG00000022536.14	protein_coding	74022	Glyr1	26.883840667	MGI:MGI:1921272	0.084842098	3.462662849	0.001432929	0.037122337
chr11	4,480,868	4,594,815	113,948	-	7,588	ENSMUSG00000034354.17	protein_coding	74302	Mtmr3	29.291089173	MGI:MGI:1921552	0.100517088	3.460756406	0.001440481	0.037269656
chr6	113,378,115	113,390,448	12,334	+	2,321	ENSMUSG00000079426.13	protein_coding	68089	Arpc4	40.346606309	MGI:MGI:1915339	0.089470981	3.459742486	0.001444514	0.037325634
chr6	39,397,804	39,420,462	22,659	-	4,439	ENSMUSG00000029922.15	protein_coding	54484	Mkrn1	131.414645844	MGI:MGI:1859353	0.074866256	3.457993124	0.001451496	0.037409270
chr13	74,579,358	74,617,881	38,524	-	5,899	ENSMUSG00000113204.1	lincRNA	108168101	Gm46430	1.448329478	MGI:MGI:5826067	-0.190648017	-3.458257124	0.001450440	0.037409270
chr3	96,724,265	96,724,400	136	-	136	ENSMUSG00000065669.1	snoRNA	NA	Gm22581	1.814051730	NA	0.888307923	3.455992463	0.001459522	0.037519627
chr13	67,424,549	67,451,585	27,037	-	6,733	ENSMUSG00000069206.14	protein_coding	238692	Zfp874a	2.005478539	MGI:MGI:3040703	-0.247644809	-3.455989143	0.001459535	0.037519627
chr5	143,249,697	143,270,022	20,326	-	7,526	ENSMUSG00000046658.16	protein_coding	54201	Zfp316	6.793544876	MGI:MGI:1860402	-0.125187125	-3.455068891	0.001463241	0.037536959
chr16	55,839,953	55,895,285	55,333	-	6,436	ENSMUSG00000075033.4	protein_coding	385658	Nxpe3	2.397939561	MGI:MGI:2686598	-0.193314819	-3.454888618	0.001463968	0.037536959
chr16	20,651,652	20,663,414	11,763	+	4,038	ENSMUSG00000006998.16	protein_coding	21762	Psmd2	61.856999885	MGI:MGI:1096584	0.075608944	3.454088697	0.001467198	0.037566648
chr19	10,455,371	10,457,473	2,103	-	2,103	ENSMUSG00000090291.3	protein_coding	278795	Lrrc10b	1.568614939	MGI:MGI:2685551	-0.231769680	-3.453671018	0.001468887	0.037566648
chr5	136,147,459	136,170,713	23,255	-	6,077	ENSMUSG00000039747.11	protein_coding	269717	Orai2	14.785109738	MGI:MGI:2443195	0.096856925	3.452917006	0.001471942	0.037596624
chr1	92,439,010	92,473,860	34,851	-	3,331	ENSMUSG00000026260.12	protein_coding	67273	Ndufa10	30.912129558	MGI:MGI:1914523	0.090223248	3.450185097	0.001483059	0.037783961
chr14	70,474,558	70,520,149	45,592	-	8,870	ENSMUSG00000022098.10	protein_coding	12153	Bmp1	4.989502109	MGI:MGI:88176	0.132318805	3.450406137	0.001482157	0.037783961
chr3	8,663,359	8,666,984	3,626	-	3,265	ENSMUSG00000040289.8	protein_coding	15213	Hey1	8.674508220	MGI:MGI:1341800	0.166459252	3.449553917	0.001485639	0.037801478
chr7	35,547,185	35,555,194	8,010	-	2,680	ENSMUSG00000034875.5	protein_coding	110959	Nudt19	20.322428208	MGI:MGI:94203	0.092048356	3.446921374	0.001496447	0.038028032
chr6	17,914,996	17,920,600	5,605	+	5,605	ENSMUSG00000106858.1	TEC	NA	Gm43844	0.171506246	NA	0.602987964	3.445371811	0.001502844	0.038142064
chr1	170,704,674	170,867,771	163,098	-	9,231	ENSMUSG00000026663.6	protein_coding	226641	Atf6	6.225282865	MGI:MGI:1926157	-0.112506336	-3.444441824	0.001506696	0.038142889
chr11	59,817,795	59,839,838	22,044	-	3,454	ENSMUSG00000019373.11	protein_coding	26572	Cops3	20.607996340	MGI:MGI:1349409	0.074742027	3.444651566	0.001505826	0.038142889
chr7	97,081,586	97,308,946	227,361	+	6,168	ENSMUSG00000004508.6	protein_coding	14389	Gab2	10.826086561	MGI:MGI:1333854	0.128298092	3.443278505	0.001511527	0.038163591
chr11	107,207,892	107,470,699	262,808	-	6,612	ENSMUSG00000040430.18	protein_coding	71795	Pitpnc1	13.904558500	MGI:MGI:1919045	0.159304424	3.442865645	0.001513245	0.038163591
chr14	118,233,232	118,237,030	3,799	-	3,799	ENSMUSG00000061517.8	protein_coding	223227	Sox21	3.354026279	MGI:MGI:2654070	0.197382962	3.443664694	0.001509922	0.038163591
chr7	144,577,318	144,582,463	5,146	-	3,903	ENSMUSG00000031077.7	protein_coding	14082	Fadd	1.039149928	MGI:MGI:109324	-0.239673911	-3.438760659	0.001530432	0.038379208
chr10	79,894,708	79,908,921	14,214	-	4,663	ENSMUSG00000013833.15	protein_coding	216154	Med16	10.433764648	MGI:MGI:2158394	0.092633503	3.438686714	0.001530744	0.038379208
chr10	128,804,062	128,819,259	15,198	+	6,558	ENSMUSG00000025354.5	protein_coding	74330	Dnajc14	9.688383851	MGI:MGI:1921580	-0.099322893	-3.439974997	0.001525329	0.038379208
chr14	64,587,331	64,590,691	3,361	+	4,804	ENSMUSG00000097545.7	lincRNA	268755	Mir124a-1hg	10.895884205	MGI:MGI:2442197	-0.302091620	-3.438530299	0.001531402	0.038379208
chr16	35,770,375	35,825,548	55,174	+	9,423	ENSMUSG00000022849.5	protein_coding	66667	Hspbap1	0.998486728	MGI:MGI:1913917	-0.218768321	-3.438739060	0.001530523	0.038379208
chr11	103,331,497	103,363,692	32,196	-	6,415	ENSMUSG00000034255.17	protein_coding	544817	Arhgap27	1.190845913	MGI:MGI:1916903	-0.263790482	-3.435525372	0.001544110	0.038649183
chr1	127,814,791	127,855,031	40,241	-	5,345	ENSMUSG00000051590.10	protein_coding	22625	Map3k19	0.498188618	MGI:MGI:1203481	-0.332983104	-3.434636528	0.001547888	0.038695261
chr15	89,089,084	89,100,340	11,257	+	3,744	ENSMUSG00000035757.16	protein_coding	223776	Selenoo	5.680061701	MGI:MGI:1919007	0.109179408	3.434033295	0.001550457	0.038711038
chr13	17,880,571	17,944,239	63,669	-	2,899	ENSMUSG00000008859.8	protein_coding	56044	Rala	55.964880729	MGI:MGI:1927243	0.114774801	3.431274187	0.001562261	0.038957045
chr12	100,110,154	100,123,405	13,252	+	1,933	ENSMUSG00000021178.9	protein_coding	19179	Psmc1	74.636734018	MGI:MGI:106054	0.085053042	3.430239703	0.001566708	0.039019242
chr8	125,910,450	125,947,440	36,991	+	5,693	ENSMUSG00000031853.5	protein_coding	234878	Map3k21	0.663929295	MGI:MGI:2385307	-0.234052172	-3.429106912	0.001571593	0.039092144
chr11	23,306,895	23,490,560	183,666	+	18,453	ENSMUSG00000056342.16	protein_coding	17847	Usp34	12.098180850	MGI:MGI:109473	0.126114028	3.427579785	0.001578200	0.039207681
chr1	17,994,462	18,059,056	64,595	-	2,570	ENSMUSG00000109887.1	processed_transcript	NA	Gm28756	2.424784785	NA	0.199986386	3.426116218	0.001584558	0.039316727
chr6	134,920,401	134,925,320	4,920	+	4,552	ENSMUSG00000003031.14	protein_coding	12576	Cdkn1b	19.059732641	MGI:MGI:104565	0.163456472	3.424480375	0.001591693	0.039395892
chrX	7,894,519	7,899,269	4,751	-	1,636	ENSMUSG00000031157.10	protein_coding	54633	Pqbp1	44.076573199	MGI:MGI:1859638	0.090961352	3.424825806	0.001590184	0.039395892
chr1	69,826,970	70,725,132	898,163	+	6,764	ENSMUSG00000053153.14	protein_coding	66722	Spag16	0.232953695	MGI:MGI:1913972	-0.348174273	-3.423265598	0.001597012	0.039431218
chr1	118,389,058	118,609,432	220,375	+	21,844	ENSMUSG00000064302.13	protein_coding	76707	Clasp1	7.487342341	MGI:MGI:1923957	0.111932089	3.423121983	0.001597642	0.039431218
chr2	164,805,098	164,822,130	17,033	+	2,708	ENSMUSG00000045822.4	protein_coding	67538	Zswim3	2.605785143	MGI:MGI:1914788	-0.357628989	-3.422363714	0.001600972	0.039431218
chr4	48,675,156	48,675,520	365	+	365	ENSMUSG00000080850.1	processed_pseudogene	NA	Gm12439	1.755209360	NA	0.603007263	3.420841046	0.001607678	0.039431218
chr7	131,338,220	131,362,696	24,477	-	13,618	ENSMUSG00000040177.10	protein_coding	68277	2310057M21Rik	1.428029318	MGI:MGI:1915527	-0.145495032	-3.421525346	0.001604661	0.039431218
chr9	32,422,204	32,542,861	120,658	-	3,486	ENSMUSG00000016087.13	protein_coding	14247	Fli1	5.172761309	MGI:MGI:95554	-0.279190403	-3.420561236	0.001608914	0.039431218
chr10	29,143,839	29,199,630	55,792	+	4,175	ENSMUSG00000038916.7	protein_coding	67412	Soga3	21.570609559	MGI:MGI:1914662	0.161761300	3.420716985	0.001608226	0.039431218
chr10	127,514,967	127,516,686	1,720	+	1,095	ENSMUSG00000040280.10	protein_coding	407790	Ndufa4l2	1.785513926	MGI:MGI:3039567	-0.328738980	-3.421160355	0.001606270	0.039431218
chr2	30,236,795	30,238,223	1,429	-	1,429	ENSMUSG00000100747.4	antisense	67350	1700084E18Rik	0.355067076	MGI:MGI:1914600	0.471829578	3.419345450	0.001614292	0.039466179
chr11	117,199,661	117,362,325	162,665	+	7,565	ENSMUSG00000059248.13	protein_coding	NA	Septin9	13.228184537	NA	0.076364819	3.419560169	0.001613341	0.039466179
chr2	18,040,676	18,049,051	8,376	-	4,927	ENSMUSG00000054074.9	protein_coding	72668	Skida1	3.576900499	MGI:MGI:1919918	0.147732453	3.412923722	0.001642987	0.039972019
chr6	115,360,951	115,490,399	129,449	+	2,953	ENSMUSG00000000440.12	protein_coding	19016	Pparg	0.523982014	MGI:MGI:97747	-0.723423177	-3.414146377	0.001637486	0.039972019
chr10	53,614,369	53,615,274	906	+	906	ENSMUSG00000112332.1	TEC	74969	4930466K18Rik	3.857464216	MGI:MGI:1922219	-0.286648105	-3.413157459	0.001641934	0.039972019
chr11	62,879,455	62,916,780	37,326	+	2,235	ENSMUSG00000014177.10	protein_coding	67510	Tvp23b	6.992800122	MGI:MGI:1914760	-0.191467075	-3.413508311	0.001640355	0.039972019
chr5	118,560,679	118,765,438	204,760	+	15,427	ENSMUSG00000018076.12	protein_coding	76199	Med13l	9.922176232	MGI:MGI:2670178	0.144470519	3.411832459	0.001647912	0.039994402
chrX	13,202,571	13,203,780	1,210	+	1,210	ENSMUSG00000084349.3	processed_pseudogene	100043000	Rpl3-ps1	22.843510266	MGI:MGI:3644217	0.103953427	3.412267357	0.001645948	0.039994402
chr10	99,263,231	99,267,489	4,259	+	3,132	ENSMUSG00000019960.8	protein_coding	67603	Dusp6	12.779763603	MGI:MGI:1914853	0.144127524	3.410900219	0.001652130	0.040048117
chr11	114,890,041	114,904,654	14,614	+	4,738	ENSMUSG00000034652.12	protein_coding	217303	Cd300a	0.579784330	MGI:MGI:2443411	-0.432400963	-3.407969641	0.001665458	0.040322257
chr2	20,847,919	20,968,832	120,914	-	9,271	ENSMUSG00000036591.16	protein_coding	71435	Arhgap21	20.608187978	MGI:MGI:1918685	0.100978958	3.403141177	0.001687643	0.040752996
chr8	124,908,587	124,949,324	40,738	-	3,594	ENSMUSG00000031987.6	protein_coding	112405	Egln1	29.348171793	MGI:MGI:1932286	0.104361379	3.402767797	0.001689370	0.040752996
chrX	95,639,193	95,658,408	19,216	-	2,257	ENSMUSG00000035062.13	protein_coding	245522	Zc4h2	21.919689157	MGI:MGI:2679294	0.141232215	3.402816524	0.001689145	0.040752996
chr2	48,949,508	49,325,405	375,898	+	19,632	ENSMUSG00000036792.12	protein_coding	109241	Mbd5	2.615864492	MGI:MGI:2138934	0.160182415	3.401518829	0.001695160	0.040794136
chr9	119,102,478	119,147,694	45,217	+	6,696	ENSMUSG00000038060.15	protein_coding	320256	Dlec1	0.237182876	MGI:MGI:2443671	-0.511211179	-3.401940304	0.001693204	0.040794136
chr2	44,564,412	44,927,657	363,246	-	7,928	ENSMUSG00000036890.13	protein_coding	227835	Gtdc1	8.111932987	MGI:MGI:2444269	0.122650675	3.400223997	0.001701183	0.040865888
chr4	148,612,382	148,626,996	14,615	-	7,796	ENSMUSG00000041459.15	protein_coding	230908	Tardbp	23.815946620	MGI:MGI:2387629	0.242611167	3.399998570	0.001702234	0.040865888
chr1	13,623,330	13,660,546	37,217	-	4,566	ENSMUSG00000025937.6	protein_coding	212442	Lactb2	1.795180058	MGI:MGI:2442551	-0.249159517	-3.397710623	0.001712933	0.040873746
chr1	167,308,378	167,333,978	25,601	+	4,764	ENSMUSG00000052428.10	protein_coding	68944	Tmco1	6.817714981	MGI:MGI:1921173	-0.110265393	-3.397898430	0.001712052	0.040873746
chr3	142,530,342	142,547,050	16,709	+	5,614	ENSMUSG00000040253.15	protein_coding	229900	Gbp7	0.793372707	MGI:MGI:2444421	-0.393260805	-3.396868755	0.001716886	0.040873746
chr4	137,319,696	137,357,720	38,025	-	2,966	ENSMUSG00000006699.17	protein_coding	12540	Cdc42	153.830520520	MGI:MGI:106211	0.076711469	3.397231152	0.001715183	0.040873746
chr9	107,567,945	107,572,779	4,835	+	3,293	ENSMUSG00000010047.12	protein_coding	15587	Hyal2	6.750944120	MGI:MGI:1196334	-0.103564081	-3.397782447	0.001712596	0.040873746
chr11	77,763,246	77,865,980	102,735	+	16,037	ENSMUSG00000000631.20	protein_coding	360013	Myo18a	10.828400365	MGI:MGI:2667185	0.114481267	3.398559940	0.001708954	0.040873746
chrX	123,103,495	123,188,795	85,301	+	5,824	ENSMUSG00000079450.11	protein_coding	73061	Cldn34c1	1.000768626	MGI:MGI:1920311	0.194645331	3.398595749	0.001708786	0.040873746
chr7	6,315,660	6,331,250	15,591	-	3,146	ENSMUSG00000030443.16	protein_coding	213011	Zfp583	2.300355310	MGI:MGI:2682297	-0.268816901	-3.395475008	0.001723449	0.040919799
chr9	52,047,173	52,100,463	53,291	+	4,732	ENSMUSG00000032050.18	protein_coding	19684	Rdx	20.041515925	MGI:MGI:97887	0.102812558	3.395998926	0.001720979	0.040919799
chr10	17,868,612	17,948,067	79,456	-	6,247	ENSMUSG00000039879.9	protein_coding	380629	Heca	8.853316893	MGI:MGI:2685715	0.117513013	3.395035164	0.001725525	0.040919799
chr15	83,153,494	83,172,592	19,099	-	4,298	ENSMUSG00000018042.18	protein_coding	109754	Cyb5r3	19.640885232	MGI:MGI:94893	0.094142303	3.394719988	0.001727015	0.040919799
chr3	122,538,719	122,619,715	80,997	-	12,376	ENSMUSG00000039735.16	protein_coding	214459	Fnbp1l	43.945579165	MGI:MGI:1925642	0.090714619	3.393134837	0.001734524	0.041049022
chr18	14,624,198	14,682,766	58,569	-	10,193	ENSMUSG00000037013.17	protein_coding	268996	Ss18	2.663867858	MGI:MGI:107708	0.113431505	3.392611515	0.001737009	0.041059204
chr7	55,841,745	55,932,602	90,858	+	11,941	ENSMUSG00000030447.15	protein_coding	20430	Cyfip1	4.933922364	MGI:MGI:1338801	-0.091014969	-3.391917031	0.001740314	0.041088682
chr5	124,540,695	124,550,506	9,812	+	2,527	ENSMUSG00000029390.13	protein_coding	56334	Tmed2	29.606927616	MGI:MGI:1929269	0.082333311	3.390483773	0.001747152	0.041201429
chr4	133,292,459	133,353,481	61,023	-	4,800	ENSMUSG00000037622.14	protein_coding	230796	Wdtc1	13.806377916	MGI:MGI:2685541	0.140799939	3.388191031	0.001758144	0.041220646
chr7	35,586,244	35,639,226	52,983	+	6,058	ENSMUSG00000034867.16	protein_coding	245886	Ankrd27	4.389357041	MGI:MGI:2444103	0.229592241	3.388161702	0.001758285	0.041220646
chr10	128,035,575	128,048,633	13,059	+	6,805	ENSMUSG00000061315.14	protein_coding	17938	Naca	38.064349307	MGI:MGI:106095	0.097351235	3.388773688	0.001755344	0.041220646
chr15	34,238,028	34,284,302	46,275	+	1,938	ENSMUSG00000022257.4	protein_coding	114128	Laptm4b	13.902841966	MGI:MGI:1890494	-0.184164915	-3.389851364	0.001750177	0.041220646
chr19	37,268,743	37,337,852	69,110	-	7,506	ENSMUSG00000056999.15	protein_coding	15925	Ide	8.229107901	MGI:MGI:96412	-0.419189199	-3.388410308	0.001757090	0.041220646
chr6	113,728,062	113,740,743	12,682	-	3,184	ENSMUSG00000030298.10	protein_coding	110379	Sec13	21.385685016	MGI:MGI:99832	0.097662013	3.387515635	0.001761395	0.041245140
chr1	6,209,866	6,215,292	5,427	-	5,428	ENSMUSG00000090031.2	antisense	654788	4732440D04Rik	0.437097035	MGI:MGI:3604103	0.291266794	3.385701793	0.001770154	0.041309529
chr2	167,421,712	167,477,000	55,289	+	9,095	ENSMUSG00000039463.14	protein_coding	77031	Slc9a8	3.267387413	MGI:MGI:1924281	-0.174501442	-3.384232031	0.001777282	0.041309529
chr7	44,590,664	44,602,141	11,478	+	5,995	ENSMUSG00000062785.14	protein_coding	16504	Kcnc3	7.064657745	MGI:MGI:96669	0.159768851	3.384533144	0.001775819	0.041309529
